YYYYMM,Unit,Coal Production,Natural Gas (Dry) Production,Crude Oil Production,Natural Gas Plant Liquids Production,Total Fossil Fuels Production,Nuclear Electric Power Production,Hydroelectric Power Production,Geothermal Energy Production,Solar Energy Production,Wind Energy Production,Biomass Energy Production,Total Renewable Energy Production,Total Primary Energy Production
197613,Quadrillion Btu,15.653687,19.480319,17.261844,2.287714,54.683564,2.111121,2.976265,0.037513,NA,NA,1.713373,4.727151,61.521836
197701,Quadrillion Btu,1.018424,1.699965,1.412172,0.185924,4.316486,0.238556,0.219069,0.003232,NA,NA,0.15622,0.378521,4.933563
197702,Quadrillion Btu,1.122619,1.635642,1.321762,0.172248,4.252271,0.211078,0.160329,0.002823,NA,NA,0.141176,0.304328,4.767677
197703,Quadrillion Btu,1.519874,1.711196,1.454512,0.202492,4.888075,0.222619,0.209549,0.0032,NA,NA,0.156217,0.368966,5.479659
197704,Quadrillion Btu,1.380722,1.606033,1.417213,0.193225,4.597192,0.213943,0.197287,0.002854,NA,NA,0.151161,0.351301,5.162437
197705,Quadrillion Btu,1.423046,1.652999,1.451839,0.194436,4.72232,0.221834,0.197656,0.003081,NA,NA,0.156186,0.356923,5.301077
197706,Quadrillion Btu,1.436582,1.611138,1.409736,0.187709,4.645165,0.23172,0.182303,0.003029,NA,NA,0.151153,0.336485,5.213369
197707,Quadrillion Btu,1.131161,1.635642,1.457215,0.193105,4.417123,0.235032,0.177779,0.003204,NA,NA,0.15592,0.336903,4.989057
197708,Quadrillion Btu,1.315823,1.607054,1.493558,0.191119,4.607554,0.244991,0.176863,0.002937,NA,NA,0.156081,0.335881,5.188426
197709,Quadrillion Btu,1.581361,1.56213,1.475474,0.18412,4.803085,0.211395,0.173821,0.003144,NA,NA,0.15111,0.328075,5.342555
197710,Quadrillion Btu,1.542177,1.590718,1.541501,0.195904,4.8703,0.205053,0.181908,0.003288,NA,NA,0.156172,0.341368,5.416721
197711,Quadrillion Btu,1.570311,1.569277,1.492792,0.188986,4.821366,0.209548,0.215864,0.003303,NA,NA,0.151,0.370168,5.401081
197712,Quadrillion Btu,0.712642,1.686692,1.525963,0.196384,4.12168,0.255994,0.240826,0.003288,NA,NA,0.155935,0.400048,4.777722
197713,Quadrillion Btu,15.754741,19.565321,17.453737,2.285651,55.059451,2.701762,2.333252,0.037382,NA,NA,1.838332,4.208966,61.970179
197801,Quadrillion Btu,0.526477,1.700711,1.50307,0.185722,3.91598,0.282638,0.262529,0.003326,NA,NA,0.173128,0.438983,4.637601
197802,Quadrillion Btu,0.538357,1.609001,1.360355,0.168351,3.676065,0.238869,0.232625,0.002854,NA,NA,0.156387,0.391866,4.3068
197803,Quadrillion Btu,0.889942,1.704787,1.567879,0.189763,4.352372,0.245611,0.257965,0.002359,NA,NA,0.173136,0.433459,5.031442
197804,Quadrillion Btu,1.357373,1.627343,1.534251,0.186888,4.705855,0.192342,0.265041,0.001989,NA,NA,0.167349,0.434379,5.332575
197805,Quadrillion Btu,1.566637,1.623267,1.586781,0.182581,4.959267,0.223373,0.301188,0.001772,NA,NA,0.172923,0.475883,5.658523
197806,Quadrillion Btu,1.493086,1.583526,1.536849,0.182839,4.7963,0.242728,0.263109,0.002179,NA,NA,0.16734,0.432628,5.471656
197807,Quadrillion Btu,1.220436,1.651799,1.574364,0.185918,4.632517,0.273603,0.256107,0.002441,NA,NA,0.172912,0.431461,5.337581
197808,Quadrillion Btu,1.464208,1.617153,1.574712,0.185707,4.841779,0.280082,0.232357,0.002871,NA,NA,0.173189,0.408417,5.530277
197809,Quadrillion Btu,1.316859,1.537671,1.531258,0.178528,4.564316,0.242769,0.221801,0.003031,NA,NA,0.167455,0.392287,5.199372
197810,Quadrillion Btu,1.594759,1.594735,1.585836,0.183782,4.959112,0.251605,0.204012,0.002254,NA,NA,0.173169,0.379436,5.590153
197811,Quadrillion Btu,1.583079,1.567222,1.520951,0.184968,4.85622,0.272438,0.208974,0.002547,NA,NA,0.167557,0.379078,5.507736
197812,Quadrillion Btu,1.358596,1.668103,1.557346,0.186911,4.770957,0.278067,0.231275,0.003228,NA,NA,0.17306,0.407564,5.456588
197813,Quadrillion Btu,14.909809,19.485219,18.433653,2.201959,55.03064,3.024126,2.936983,0.030851,NA,NA,2.037605,5.00544,63.060205
197901,Quadrillion Btu,1.297706,1.737742,1.523753,0.183225,4.742426,0.302351,0.262096,0.003099,NA,NA,0.1826,0.447796,5.492573
197902,Quadrillion Btu,1.230704,1.624411,1.384518,0.168812,4.408445,0.281883,0.222855,0.002535,NA,NA,0.165096,0.390487,5.080815
197903,Quadrillion Btu,1.499366,1.721406,1.546483,0.185291,4.952546,0.264739,0.271516,0.003402,NA,NA,0.182881,0.457799,5.675084
197904,Quadrillion Btu,1.435641,1.660146,1.488239,0.186635,4.770662,0.200369,0.265941,0.003146,NA,NA,0.176844,0.445932,5.416962
197905,Quadrillion Btu,1.560284,1.682608,1.54646,0.187917,4.977269,0.163455,0.303134,0.003164,NA,NA,0.182782,0.48908,5.629804
197906,Quadrillion Btu,1.587453,1.611138,1.467104,0.182066,4.847761,0.174776,0.261646,0.003204,NA,NA,0.176833,0.441683,5.464221
197907,Quadrillion Btu,1.203422,1.629516,1.503812,0.187295,4.524046,0.226552,0.238414,0.003398,NA,NA,0.1827,0.424513,5.175111
197908,Quadrillion Btu,1.608066,1.656062,1.53689,0.188612,4.98963,0.263316,0.222695,0.003707,NA,NA,0.182808,0.40921,5.662156
197909,Quadrillion Btu,1.450304,1.60297,1.483019,0.181278,4.717572,0.237204,0.198794,0.003217,NA,NA,0.176891,0.378903,5.333679
197910,Quadrillion Btu,1.764054,1.672398,1.550085,0.192397,5.178934,0.227745,0.211243,0.003607,NA,NA,0.182752,0.397602,5.804281
197911,Quadrillion Btu,1.538234,1.690776,1.524344,0.194166,4.94752,0.209477,0.234286,0.003505,NA,NA,0.176949,0.41474,5.571737
197912,Quadrillion Btu,1.36435,1.787771,1.54889,0.194629,4.89564,0.223959,0.238063,0.004275,NA,NA,0.18277,0.425109,5.544708
197913,Quadrillion Btu,17.539583,20.076347,18.103598,2.232325,57.951852,2.775827,2.930686,0.040262,NA,NA,2.151906,5.122854,65.850534
198001,Quadrillion Btu,1.55995,1.796526,1.559852,0.197443,5.11377,0.215389,0.265618,0.003495,NA,NA,0.209829,0.478943,5.808102
198002,Quadrillion Btu,1.469214,1.685718,1.4641,0.185557,4.804588,0.210277,0.224631,0.003357,NA,NA,0.19631,0.424298,5.439163
198003,Quadrillion Btu,1.590411,1.80576,1.56397,0.187798,5.14794,0.218584,0.255676,0.003731,NA,NA,0.209727,0.469134,5.835658
198004,Quadrillion Btu,1.561384,1.647756,1.511138,0.188965,4.909243,0.205,0.270552,0.003909,NA,NA,0.202894,0.477356,5.591598
198005,Quadrillion Btu,1.592429,1.67238,1.552567,0.193486,5.010862,0.200541,0.303305,0.004603,NA,NA,0.209548,0.517456,5.728859
198006,Quadrillion Btu,1.599041,1.56465,1.48839,0.180994,4.833075,0.199859,0.290604,0.004441,NA,NA,0.202723,0.497768,5.530702
198007,Quadrillion Btu,1.373703,1.594404,1.536791,0.182493,4.687391,0.229329,0.257106,0.00467,NA,NA,0.209554,0.471331,5.388052
198008,Quadrillion Btu,1.533164,1.55439,1.512878,0.182002,4.782434,0.265424,0.214693,0.004991,NA,NA,0.209675,0.429358,5.477215
198009,Quadrillion Btu,1.542645,1.557468,1.499747,0.175673,4.775533,0.257127,0.194301,0.004506,NA,NA,0.202905,0.401712,5.434372
198010,Quadrillion Btu,1.62038,1.62621,1.534036,0.181558,4.962184,0.267351,0.18773,0.005117,NA,NA,0.209717,0.402564,5.632099
198011,Quadrillion Btu,1.538902,1.629288,1.478142,0.182052,4.828384,0.228892,0.201929,0.005002,NA,NA,0.202945,0.409876,5.467152
198012,Quadrillion Btu,1.616503,1.773954,1.547307,0.186821,5.124584,0.241396,0.233998,0.004877,NA,NA,0.209671,0.448546,5.814526
198013,Quadrillion Btu,18.597726,19.9076,18.248917,2.224841,58.979084,2.739169,2.900144,0.052699,NA,NA,2.4755,5.428342,67.146595
198101,Quadrillion Btu,1.4707,1.729468,1.535469,0.19765,4.933286,0.26228,0.236553,0.005284,NA,NA,0.220544,0.462381,5.657948
198102,Quadrillion Btu,1.582039,1.552824,1.397301,0.178708,4.710872,0.238196,0.223123,0.004671,NA,NA,0.199248,0.427043,5.37611
198103,Quadrillion Btu,1.745958,1.713036,1.548617,0.194292,5.201903,0.242709,0.217976,0.005237,NA,NA,0.220595,0.443808,5.88842
198104,Quadrillion Btu,0.808732,1.652443,1.488906,0.185118,4.135199,0.227726,0.219717,0.004836,NA,NA,0.213467,0.43802,4.800945
198105,Quadrillion Btu,0.849935,1.676064,1.528538,0.190675,4.245212,0.217546,0.2552,0.004791,NA,NA,0.220433,0.480423,4.943181
198106,Quadrillion Btu,1.373169,1.613417,1.501382,0.184547,4.672515,0.233457,0.278976,0.004782,NA,NA,0.213237,0.496995,5.402967
198107,Quadrillion Btu,1.652487,1.641146,1.528288,0.185179,5.007101,0.254569,0.265656,0.005256,NA,NA,0.220392,0.491304,5.752973
198108,Quadrillion Btu,1.757469,1.683253,1.5432,0.193186,5.177108,0.297219,0.228409,0.005191,NA,NA,0.220428,0.454028,5.928355
198109,Quadrillion Btu,1.82301,1.556932,1.497096,0.186682,5.06372,0.269115,0.188516,0.005224,NA,NA,0.21348,0.40722,5.740055
198110,Quadrillion Btu,1.901556,1.621633,1.53961,0.191268,5.254067,0.226731,0.191231,0.005153,NA,NA,0.220581,0.416966,5.897764
198111,Quadrillion Btu,1.70828,1.563094,1.493958,0.188733,4.954065,0.251301,0.200541,0.004498,NA,NA,0.213437,0.418476,5.623842
198112,Quadrillion Btu,1.703439,1.695577,1.543653,0.190247,5.132915,0.286743,0.252071,0.004513,NA,NA,0.22044,0.477024,5.896682
198113,Quadrillion Btu,18.376773,19.699155,18.146019,2.266284,58.488231,3.007589,2.757968,0.059437,NA,NA,2.596283,5.413688,66.909508
198201,Quadrillion Btu,1.493082,1.709564,1.529999,0.185748,4.918393,0.284331,0.284215,0.003975,NA,NA,0.226251,0.51444,5.717164
198202,Quadrillion Btu,1.582727,1.566672,1.413234,0.166183,4.728817,0.223538,0.281593,0.003656,NA,NA,0.204375,0.489624,5.441978
198203,Quadrillion Btu,1.866808,1.657136,1.558385,0.185034,5.267363,0.251971,0.315347,0.00322,NA,NA,0.226157,0.544724,6.064058
198204,Quadrillion Btu,1.636501,1.563588,1.49488,0.17564,4.87061,0.241222,0.295061,0.003247,NA,NA,0.218821,0.517128,5.62896
198205,Quadrillion Btu,1.581793,1.534804,1.561279,0.178741,4.856617,0.239606,0.295887,0.003773,NA,NA,0.226135,0.525795,5.622018
198206,Quadrillion Btu,1.594981,1.488544,1.504421,0.172109,4.760056,0.26604,0.295552,0.004556,NA,NA,0.218866,0.518974,5.54507
198207,Quadrillion Btu,1.346238,1.509104,1.556708,0.178096,4.590146,0.281997,0.288273,0.004792,NA,NA,0.226202,0.519267,5.39141
198208,Quadrillion Btu,1.621179,1.476208,1.552329,0.179484,4.8292,0.276671,0.252259,0.004776,NA,NA,0.226168,0.483203,5.589074
198209,Quadrillion Btu,1.511162,1.415556,1.513962,0.172986,4.613666,0.281149,0.210219,0.004581,NA,NA,0.218947,0.433748,5.328563
198210,Quadrillion Btu,1.575678,1.44434,1.564521,0.180165,4.764703,0.257422,0.208623,0.004877,NA,NA,0.226373,0.439874,5.461999
198211,Quadrillion Btu,1.424519,1.45976,1.513324,0.183281,4.580885,0.257281,0.245861,0.005122,NA,NA,0.218948,0.46993,5.308096
198212,Quadrillion Btu,1.404082,1.493684,1.545903,0.191735,4.635404,0.269921,0.292668,0.004053,NA,NA,0.22621,0.52293,5.428255
198213,Quadrillion Btu,18.638773,18.319025,18.308947,2.149202,57.415947,3.131148,3.265558,0.050627,NA,NA,2.663452,5.979637,66.526732
198301,Quadrillion Btu,1.383344,1.571403,1.563703,0.183864,4.702314,0.273422,0.310615,0.005087,NA,2e-6,0.246575,0.562279,5.538015
198302,Quadrillion Btu,1.337542,1.363498,1.422375,0.165633,4.289048,0.242067,0.296625,0.003913,NA,0,0.222738,0.523276,5.05439
198303,Quadrillion Btu,1.519295,1.402675,1.564295,0.179324,4.665589,0.260523,0.32173,0.00451,NA,3e-6,0.24661,0.572853,5.498964
198304,Quadrillion Btu,1.36363,1.374733,1.52696,0.169598,4.434922,0.243561,0.318603,0.004227,NA,2e-6,0.238625,0.561458,5.23994
198305,Quadrillion Btu,1.393885,1.371321,1.551935,0.173808,4.490949,0.240465,0.331656,0.003434,NA,3e-6,0.246647,0.581741,5.313155
198306,Quadrillion Btu,1.362747,1.328297,1.508081,0.171513,4.370639,0.263376,0.326237,0.004518,NA,2e-6,0.238736,0.569493,5.203508
198307,Quadrillion Btu,1.217557,1.376296,1.552759,0.179113,4.325726,0.279191,0.298715,0.005627,NA,1e-6,0.246651,0.550993,5.155909
198308,Quadrillion Btu,1.616213,1.352142,1.560507,0.18178,4.710642,0.285725,0.274189,0.007404,NA,0,0.246695,0.528288,5.524655
198309,Quadrillion Btu,1.55052,1.287393,1.528474,0.180458,4.546845,0.272705,0.23065,0.006764,NA,4e-6,0.238755,0.476173,5.295724
198310,Quadrillion Btu,1.582319,1.353075,1.576962,0.186665,4.699021,0.281314,0.220423,0.007091,NA,5e-6,0.246732,0.474251,5.454585
198311,Quadrillion Btu,1.51462,1.349385,1.526044,0.184802,4.57485,0.272735,0.26194,0.006311,NA,4e-6,0.23878,0.507035,5.354621
198312,Quadrillion Btu,1.404999,1.46317,1.509699,0.179759,4.557628,0.287465,0.335876,0.005025,NA,1e-6,0.246871,0.587773,5.432865
198313,Quadrillion Btu,17.246671,16.593389,18.391794,2.136317,54.368171,3.202549,3.52726,0.06391,NA,2.8e-5,2.904414,6.495612,64.066333
198401,Quadrillion Btu,1.494935,1.70249,1.594432,0.182445,4.974302,0.317844,0.313504,0.005094,-1e-6,0,0.251483,0.570081,5.862227
198402,Quadrillion Btu,1.621477,1.478481,1.492671,0.177603,4.770232,0.308326,0.293845,0.006222,1e-6,2e-6,0.235169,0.535239,5.613797
198403,Quadrillion Btu,1.794345,1.521124,1.559208,0.185688,5.060365,0.296499,0.32067,0.006838,2e-6,2e-6,0.251529,0.57904,5.935904
198404,Quadrillion Btu,1.601246,1.488426,1.542058,0.181947,4.813677,0.262738,0.315985,0.006748,3e-6,6e-6,0.243277,0.566019,5.642434
198405,Quadrillion Btu,1.784422,1.484727,1.610173,0.187404,5.066725,0.280471,0.335607,0.006473,7e-6,8e-6,0.251408,0.593504,5.940699
198406,Quadrillion Btu,1.681606,1.437914,1.540306,0.181217,4.841043,0.274321,0.303719,0.006283,1e-5,6e-6,0.243303,0.553321,5.668685
198407,Quadrillion Btu,1.646026,1.491238,1.597506,0.189647,4.924416,0.306687,0.289982,0.005997,3e-6,5e-6,0.251632,0.547618,5.778721
198408,Quadrillion Btu,1.999007,1.469435,1.583928,0.190003,5.242373,0.319793,0.264894,0.007509,9e-6,3e-6,0.251638,0.524053,6.086219
198409,Quadrillion Btu,1.738428,1.400102,1.564828,0.186475,4.889833,0.316027,0.220536,0.006763,1e-5,5e-6,0.243596,0.47091,5.67677
198410,Quadrillion Btu,1.535976,1.47165,1.601235,0.191426,4.800286,0.268621,0.220205,0.007424,7e-6,9e-6,0.251974,0.47962,5.548527
198411,Quadrillion Btu,1.417188,1.46868,1.562271,0.188486,4.636625,0.266462,0.234699,0.007331,4e-6,9e-6,0.244068,0.48611,5.389197
198412,Quadrillion Btu,1.40456,1.593666,1.599623,0.191467,4.789315,0.334742,0.272166,0.008127,0,1.3e-5,0.252042,0.532347,5.656405
198413,Quadrillion Btu,19.719216,18.007933,18.848237,2.233806,58.809192,3.552531,3.385811,0.080811,5.5e-5,6.8e-5,2.97112,6.437864,68.799586
198501,Quadrillion Btu,1.492863,1.615285,1.571371,0.189303,4.868823,0.384371,0.290793,0.008086,5e-6,7e-6,0.256315,0.555205,5.808399
198502,Quadrillion Btu,1.47039,1.467027,1.465631,0.170513,4.573561,0.32729,0.273175,0.007141,-1e-6,1.1e-5,0.231512,0.511838,5.412689
198503,Quadrillion Btu,1.700255,1.464106,1.635269,0.186107,4.985737,0.32972,0.260344,0.008314,1e-6,7e-6,0.256336,0.525002,5.840459
198504,Quadrillion Btu,1.673948,1.379719,1.573534,0.178059,4.80526,0.28104,0.258039,0.007281,1.3e-5,6e-6,0.247599,0.512937,5.599237
198505,Quadrillion Btu,1.714221,1.365195,1.641939,0.185379,4.906735,0.304823,0.279498,0.007571,1.5e-5,4e-6,0.255881,0.542968,5.754526
198506,Quadrillion Btu,1.601684,1.318821,1.569787,0.179755,4.670048,0.32755,0.252373,0.007294,1.6e-5,4e-6,0.247643,0.50733,5.504928
198507,Quadrillion Btu,1.514022,1.350741,1.608978,0.18237,4.656111,0.373727,0.225387,0.008019,1.1e-5,1e-6,0.256159,0.489577,5.519414
198508,Quadrillion Btu,1.741329,1.347676,1.58271,0.185435,4.85715,0.369775,0.211206,0.008381,2.1e-5,4e-6,0.256301,0.475912,5.702836
198509,Quadrillion Btu,1.617873,1.320837,1.557938,0.17729,4.673938,0.366541,0.198288,0.007966,1.4e-5,9e-6,0.247997,0.454274,5.494752
198510,Quadrillion Btu,1.753049,1.376261,1.612794,0.187277,4.929382,0.331461,0.211589,0.007626,1e-5,5e-6,0.256175,0.475406,5.736249
198511,Quadrillion Btu,1.514883,1.380646,1.548942,0.18688,4.63135,0.320428,0.242115,0.009416,3e-6,2e-6,0.24807,0.499606,5.451384
198512,Quadrillion Btu,1.530649,1.594066,1.623513,0.1954,4.943628,0.358837,0.267386,0.010325,2e-6,1e-6,0.256246,0.53396,5.836425
198513,Quadrillion Btu,19.325166,16.98038,18.992407,2.203767,57.501721,4.075563,2.970192,0.097421,1.11e-4,6e-5,3.016233,6.084017,67.6613
198601,Quadrillion Btu,1.711531,1.590844,1.642838,0.197965,5.143178,0.383159,0.226352,0.010526,7e-6,2e-6,0.249178,0.486064,6.012402
